Timestamp, Internal Temperature, External Temperature, Reference Temperature, Actuators
07/09/2021 10:42:57,65.25,33.70,65.00,97%
07/09/2021 10:42:59,65.25,33.70,65.00,97%
07/09/2021 10:43:01,65.31,33.70,65.00,95%
07/09/2021 10:43:03,65.38,33.70,65.00,95%
07/09/2021 10:43:05,65.38,33.71,65.00,94%
07/09/2021 10:43:07,65.38,33.70,65.00,94%
07/09/2021 10:43:09,65.44,33.70,65.00,92%
07/09/2021 10:43:11,65.44,33.70,65.00,92%
07/09/2021 10:43:13,65.50,33.71,65.00,91%
07/09/2021 10:43:15,65.50,33.70,65.00,90%
07/09/2021 10:43:17,65.56,33.71,65.00,88%
07/09/2021 10:43:19,65.56,33.72,65.00,88%
07/09/2021 10:43:21,65.56,33.70,65.00,86%
07/09/2021 10:43:23,65.62,33.70,65.00,85%
07/09/2021 10:43:25,65.69,33.71,65.00,84%
07/09/2021 10:43:27,65.69,33.71,65.00,83%
07/09/2021 10:43:29,65.69,33.71,65.00,81%
07/09/2021 10:43:31,65.69,33.71,65.00,80%
07/09/2021 10:43:33,65.75,33.71,65.00,79%
07/09/2021 10:43:35,65.75,33.71,65.00,77%
07/09/2021 10:43:37,65.75,33.71,65.00,76%
07/09/2021 10:43:39,65.75,33.71,65.00,75%
07/09/2021 10:43:41,65.81,33.71,65.00,73%
07/09/2021 10:43:43,65.81,33.71,65.00,71%
07/09/2021 10:43:45,65.88,33.71,65.00,70%
07/09/2021 10:43:47,65.88,33.70,65.00,68%
07/09/2021 10:43:49,65.88,33.71,65.00,67%
07/09/2021 10:43:51,65.88,33.70,65.00,66%
07/09/2021 10:43:53,65.94,33.71,65.00,63%
07/09/2021 10:43:55,65.94,33.71,65.00,62%
07/09/2021 10:43:57,65.94,33.70,65.00,60%
07/09/2021 10:43:59,65.94,33.70,65.00,59%
07/09/2021 10:44:01,65.94,33.70,65.00,57%
07/09/2021 10:44:03,65.94,33.71,65.00,55%
07/09/2021 10:44:05,65.94,33.71,65.00,54%
07/09/2021 10:44:07,65.94,33.71,65.00,52%
07/09/2021 10:44:09,65.88,33.71,65.00,51%
07/09/2021 10:44:11,65.88,33.71,65.00,50%
07/09/2021 10:44:13,65.88,33.72,65.00,48%
07/09/2021 10:44:15,65.88,33.71,65.00,47%
07/09/2021 10:44:17,65.88,33.71,65.00,45%
07/09/2021 10:44:19,65.81,33.70,65.00,45%
07/09/2021 10:44:21,65.81,33.71,65.00,43%
07/09/2021 10:44:23,65.81,33.70,65.00,41%
07/09/2021 10:44:25,65.81,33.70,65.00,40%
07/09/2021 10:44:27,65.75,33.70,65.00,39%
07/09/2021 10:44:29,65.75,33.70,65.00,38%
07/09/2021 10:44:31,65.69,33.69,65.00,37%
07/09/2021 10:44:33,65.69,33.70,65.00,36%
07/09/2021 10:44:35,65.62,33.70,65.00,35%
07/09/2021 10:44:37,65.62,33.70,65.00,34%
07/09/2021 10:44:39,65.62,33.70,65.00,33%
07/09/2021 10:44:41,65.56,33.71,65.00,32%
07/09/2021 10:44:43,65.56,33.71,65.00,31%
07/09/2021 10:44:45,65.50,33.70,65.00,31%
07/09/2021 10:44:47,65.50,33.70,65.00,30%
07/09/2021 10:44:49,65.44,33.70,65.00,29%
07/09/2021 10:44:51,65.38,33.71,65.00,29%
07/09/2021 10:44:53,65.31,33.70,65.00,29%
07/09/2021 10:44:55,65.25,33.70,65.00,29%
07/09/2021 10:44:57,65.19,33.71,65.00,29%
07/09/2021 10:44:59,65.19,33.71,65.00,28%
07/09/2021 10:45:01,65.12,33.71,65.00,29%
07/09/2021 10:45:03,65.06,33.70,65.00,29%
07/09/2021 10:45:05,65.00,33.72,65.00,28%
07/09/2021 10:45:07,65.00,33.70,65.00,29%
07/09/2021 10:45:09,64.94,33.70,65.00,29%
07/09/2021 10:45:11,64.88,33.70,65.00,30%
